Store,Report Date,End of Day Deposit,Actual Deposit,Deposit Over/(Short),Date Deposit Made,End of Day Credit Cards,Actual Credit Cards,Over/(Short) Credit Cards,VOID Credits,Payout To/(From),Payout Check,Scanning Violation Fees,Deposit Violation Fees,A/R Violation Fees,Violation Fees Total,Comments,Report Month,Email,Email 2,Email 3,Email 4,Email 5,Email 6,Email_Store,Month Number,ZOHO_EMAIL_1,ZOHO_EMAIL_2,NUMBERCA005,2-Aug-18,976.89,976.89,3-Aug-18,0,134,0,-134,0,0,0,0,0,10,10,PENAOSORIO MARIA D 07/26/2018 RECEIPT VOID REQ. ,August,8,fiestaca004@fiestainsurance.com,fiestaca004@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,48
CA034,14-Aug-18,1173.71,1173.71,15-Aug-18,0,23.93,0,-23.93,0,0,0,0,0,10,10,RODRIGUEZ ASUNCION 08/13/2018 RECEIPT VOID REQ. ,August,8,fiestaca034@fiestainsurance.com,fiestaca034@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,48
FL023,15-Aug-18,262.98,262.98,16-Aug-18,0,241.06,0,-241.06,0,0,0,0,0,10,10,EFT CLEAN-UP 07/24/2018 PY RASHID MD WIN01715840,August,8,fiestafl019@fiestainsurance.com,fiestafl019@fiestainsurance.com,acc@fiestainsurance.com,acc_fl@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,48
TX022,27-Aug-18,75,75,28-Aug-18,0,0,0,0,0,0,0,25,0,0,25,SVP-Salinas Cullar Jose Alfredo missig pg 1 of 2,August,8,fiestatx022@fiestainsurance.com,fiestatx022@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,48
TX038,15-Aug-18,82.88,82.88,16-Aug-18,0,258.8,0,-258.8,0,0,0,25,0,0,25,SVP- NO AGENT SIGNATURE ON CONSENT FORM 20028876,August,8,fiestatx013@fiestainsurance.com,fiestatx013@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,48
TX042,8-Aug-18,0,0,,0,0,0,0,0,0,0,0,0,10,10,EFT CLEAN-UP 07/14/2018 PY DELACRUZ JASON JOEL 0,August,8,fiestatx042@fiestainsurance.com,fiestatx042@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,48
TX043,22-Aug-18,0,-285.89,,-285.89,0,0,0,0,-285.89,0,0,0,0,0,8/22/18 AR NON-ACCOUNT ALBERT GARCIA 02002674521,August,8,,,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,acoss@fiestainsurance.com,maulkner@fiestainsurance.com,,,,48
TX046,1-Aug-18,561.44,561.44,2-Aug-18,0,0,0,0,0,0,0,0,0,10,10,EFT CLEAN-UP 07/05/2018 PY MORALES GERARDA OKWZT,August,8,fiestatx046@fiestainsurance.com,fiestatx046@fiestainsurance.com,acc@fiestainsurance.com,acc_tx@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,48
CA008,7-Aug-18,3010.81,2625.78,8-Aug-18,-385.03,817.79,0,-817.79,0,-385.03,0,25,50,0,75,"DVP-SHORT  SVP- NO APP./ NO BFA 104631668921001",August,8,fiestaca003@fiestainsurance.com,fiestaca003@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,47
CA032,9-Aug-18,2896.41,2896.41,10-Aug-18,0,1245.08,0,-1245.08,0,0,0,0,0,10,10,LOPES-MONTES YENI 07/23/2018 RECEUPT VOID REQ. ,August,8,fiestaca023@fiestainsurance.com,fiestaca026@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,47
CA041,17-Aug-18,2936.51,2936.51,21-Aug-18,0,745,0,-745,0,0,0,25,50,10,85,"DVP-LATE  SVP- NO APP ON FILE. MIL4183335  AR-1",August,8,fiestaca041@fiestainsurance.com,fiestaca041@fiestainsurance.com,acc@fiestainsurance.com,acc_ca@fiestainsurance.com,mfaulkner@fiestainsurance.com,mfaulkner@fiestainsurance.com,,,,47
